Name,Platform,Year,Genre,Publisher,NA_,EU_,JP_,Other_,Global_,C_Score,U_Score
ForbiddenSiren2,PS2,2006,Action,Sony Computer Entertainment,0,0,0.004705882,0,0.004705882,70,
CaptainTsubasa,PS2,2006,Sports,Namco Bandai Games,0,0,0.004705882,0,0.004705882,70,
GunParadeOrchestra:ShironoShou,PS2,2006,Adventure,Sony Computer Entertainment,0,0,0.004117647,0,0.004117647,70,
PointBlankDS(JPsales),DS,2006,Shooter,Atari,0,0,0.004117647,0,0.004117647,70,
KanjiSonomamaDSRakubikiJiten,DS,2006,Misc,Nintendo,0,0,0.004117647,0,0.004117647,70,
YoakeYoriRuriirona:BrighterthanDawningBlue,PS2,2006,Adventure,Aria,0,0,0.004117647,0,0.004117647,70,
KimiKiss,PS2,2006,Adventure,Enterbrain,0,0,0.003529412,0,0.003529412,70,
FIFASoccer07,DS,2006,Sports,Electronic Arts,0.002941176,0.000588235,0,0,0.003529412,70,
PointBlankDS(USsales),DS,2006,Shooter,Atari,0.002941176,0,0,0,0.003529412,70,
Bleach:BladeBattlers,PS2,2006,Fighting,Sony Computer Entertainment,0,0,0.002941176,0,0.002941176,70,
KinnikumanMuscleGrandPrixMax,PS2,2006,Fighting,Konami Digital Entertainment,0,0,0.002941176,0,0.002941176,70,
ShinseikiEvangelion2:TsukurareshiSekai-AnotherCases,PSP,2006,Adventure,Namco Bandai Games,0,0,0.002941176,0,0.002941176,70,
TennisnoOji-Sama:DokiDokiSurvival-SanrokunoMystic,PS2,2006,Adventure,Konami Digital Entertainment,0,0,0.002352941,0,0.002352941,70,
SaintSeiya:TheHades,PS2,2006,Fighting,Namco Bandai Games,0,0,0.002352941,0,0.002352941,70,
JikkyouPowerfulMajorLeague,GC,2006,Sports,Konami Digital Entertainment,0,0,0.002352941,0,0.002352941,70,
TenshouGakuenGekkouroku,PS2,2006,Adventure,Asmik Ace Entertainment,0,0,0.002352941,0,0.002352941,70,
Negima!?3-Jikanme~KoitoMahoutoSekaijuDensetsu~,PS2,2006,Adventure,Konami Digital Entertainment,0,0,0.002352941,0,0.002352941,70,
007:QuantumofSolace,PC,2008,Action,Activision,0.000666667,0.000666667,0,0,0.002,70,6.3
HarukanaruTokinoNakade:Maihitoyo,PS2,2006,Adventure,Tecmo Koei,0,0,0.002352941,0,0.002352941,70,
TsuyoKiss:MightyHeart,PS2,2006,Adventure,Princess Soft,0,0,0.001764706,0,0.001764706,70,
MagnaCartaPortable,PSP,2006,Role-Playing,Banpresto,0,0,0.001764706,0,0.001764706,70,
OtometekiKoiKakumei*LoveRevo,PS2,2006,Adventure,Interchannel,0,0,0.001764706,0,0.001764706,70,
Tenka-bito,PS2,2006,Strategy,Sega,0,0,0.001764706,0,0.001764706,70,
GuitarFreaksV&DrumManiaV,PS2,2006,Simulation,Konami Digital Entertainment,0,0,0.001764706,0,0.001764706,70,
MetalSaga:HaganenoKisetsu,DS,2006,Role-Playing,Success,0,0,0.001764706,0,0.001764706,70,
TheSettlersII10thAnniversary,PC,2006,Action,Ubisoft,0,0.001176471,0,0,0.001764706,70,
WrestleKingdom,PS2,2006,Fighting,Yuke's,0,0,0.001764706,0,0.001764706,70,
MySims,PC,2008,Simulation,Electronic Arts,0,0.001333333,0,0,0.002,70,6.4
MahouSenseiNegima!KagaiJugyou~OtomenoDokidokiBeachside~,PS2,2006,Adventure,Konami Digital Entertainment,0,0,0.001764706,0,0.001764706,70,
Pop'nMusic13Carnival,PS2,2006,Simulation,Konami Digital Entertainment,0,0,0.001764706,0,0.001764706,70,
PuzzleChallenge:CrosswordsandMore!,PS2,2006,Puzzle,Crave Entertainment,0.000588235,0.000588235,0,0,0.001176471,70,
GunParadeOrchestra:MidorinoShou,PS2,2006,Adventure,Sony Computer Entertainment,0,0,0.001176471,0,0.001176471,70,
TheSims2:HappyHolidayStuff,PC,2006,Simulation,Electronic Arts,0.000588235,0.000588235,0,0,0.001176471,70,tbd
TheSims2:FamilyFunStuff,PC,2006,Simulation,Electronic Arts,0,0.000588235,0,0,0.001176471,70,4.1
Bomberman(jpsales),PSP,2006,Puzzle,Konami Digital Entertainment,0,0,0.000588235,0,0.000588235,70,
BookwormDeluxe,PC,2006,Puzzle,PopCap Games,0.000588235,0,0,0,0.000588235,70,8
Scrabble2007Edition,DS,2007,Puzzle,Ubisoft,0,0.029375,0,0,0.03,70,
RondoofSwords(USsales),DS,2007,Role-Playing,Success,0.01,0,0,0,0.01,70,
WorldSnookerChampionship2007,PS3,2007,Sports,Sega,0,0.00625,0,0,0.00625,70,
TheLegendofHeroes:TrailsintheSkySecondChapter,PSP,2007,Role-Playing,Falcom Corporation,0,0,0.00375,0,0.00375,70,
Ratatouille,PC,2007,Action,THQ,0.000625,0.000625,0,0,0.001875,70,7.9
BackyardNFLFootball,Wii,2007,Sports,Atari,0.00125,0,0,0,0.001875,70,
BackyardNFLFootball,DS,2007,Sports,Atari,0.00125,0,0,0,0.00125,70,
Surf'sUp,GC,2007,Sports,Ubisoft,0.000625,0,0,0,0.000625,70,tbd
WorldSnookerChampionship2007,X360,2007,Sports,Sega,0,0.000625,0,0,0.000625,70,
SecretAgentClank(USsales),PSP,2008,Platform,Sony Computer Entertainment,0.022,0.014666667,0,0,0.036666667,70,
DynastyWarriors:Gundam,PS2,2008,Action,Namco Bandai Games,0,0,0.018666667,0,0.018666667,70,
KaraokeJoysoundWii,Wii,2008,Misc,Hudson Soft,0,0,0.016666667,0,0.016666667,70,tbd
TheLegendofHeroes:TrailsintheSkyThirdChapter,PSP,2008,Role-Playing,Falcom Corporation,0,0,0.004666667,0,0.004666667,70,
PopCutie!StreetFashionSimulation,DS,2008,Simulation,Tecmo Koei,0.004,0,0,0,0.004,70,
DownstreamPanic!,PSP,2008,Action,Atari,0.002,0,0,0,0.002,70,
SoulEater:MonotonePrincess,Wii,2008,Action,Square Enix,0,0,0.001333333,0,0.001333333,70,
Bomberman2,DS,2008,Puzzle,Hudson Soft,0,0.000666667,0,0,0.001333333,70,
HeartnoKuninoAlice,PS2,2008,Adventure,Prototype,0,0,0.000666667,0,0.000666667,70,
TheRiseoftheArgonauts,PC,2008,Role-Playing,Codemasters,0,0.000666667,0,0,0.000666667,70,
SengokuBasara:BattleHeroes,PSP,2009,Action,Capcom,0,0,0.018571429,0,0.018571429,70,
MobileSuitGundamBattlefieldRecordU.C.0081,PS3,2009,Action,Namco Bandai Games,0,0,0.017142857,0,0.017142857,70,
Scrabble(Otherssales),DS,2009,Puzzle,Ubisoft,0,0.016428571,0,0,0.016428571,70,
SloanetoMacHalenoNazonoMonogatari,DS,2009,Puzzle,Level 5,0,0,0.014285714,0,0.014285714,70,
KidouSenshiGundam:SenjounoKizunaPortable,PSP,2009,Strategy,Namco Bandai Games,0,0,0.012857143,0,0.012857143,70,
Pen1GrandPrix:PenguinnoMondaiSpecial,DS,2009,Fighting,Konami Digital Entertainment,0,0,0.011428571,0,0.011428571,70,
J-LeagueProSoccerCluboTsukurou!6:PrideofJ,PSP,2009,Sports,Sega,0,0,0.011428571,0,0.011428571,70,
JikkyouPowerfulProYakyuu2009,PS2,2009,Sports,Konami Digital Entertainment,0,0,0.010714286,0,0.010714286,70,
TamagotchinoNarikiriChannel,DS,2009,Role-Playing,Namco Bandai Games,0,0,0.010714286,0,0.010714286,70,
Amagami,PS2,2009,Adventure,Enterbrain,0,0,0.009285714,0,0.009285714,70,
Dorabase2:NettouUltraStadium,DS,2009,Sports,Namco Bandai Games,0,0,0.008571429,0,0.008571429,70,
Queen'sBlade:SpiralChaos,PSP,2009,Role-Playing,Namco Bandai Games,0,0,0.007857143,0,0.007857143,70,
IrozukiTinglenoKoinoBalloonTrip,DS,2009,Adventure,Nintendo,0,0,0.007857143,0,0.007857143,70,
SuzumiyaHaruhinoGekidou,Wii,2009,Adventure,Kadokawa Shoten,0,0,0.005,0,0.005,70,
DreamCClub,X360,2009,Simulation,D3Publisher,0,0,0.005,0,0.005,70,
ZillO'llInfinitePlus,PSP,2009,Role-Playing,Tecmo Koei,0,0,0.004285714,0,0.004285714,70,
ZaidanHoujinNipponKanjiNouryokuKenteiKyoukaiKounin:KanKenDS3Deluxe,DS,2009,Misc,Rocket Company,0,0,0.004285714,0,0.004285714,70,
MinnanoSukkiri,PSP,2009,Sports,Sony Computer Entertainment,0,0,0.004285714,0,0.004285714,70,
KatekyooHitmanReborn!DSFlameRumbleX-MiraiChou-Bakuhatsu!!,DS,2009,Fighting,Takara Tomy,0,0,0.004285714,0,0.004285714,70,
"TennisnoOji-Sama:DoublesnoOji-Sama-Girls,BeGracious!",DS,2009,Sports,Konami Digital Entertainment,0,0,0.004285714,0,0.004285714,70,
RoogooTwistedTowers,Wii,2009,Puzzle,SouthPeak Games,0.003571429,0,0,0,0.003571429,70,
DengekiGakuenRPG:CrossofVenus,DS,2009,Role-Playing,ASCII Media Works,0,0,0.003571429,0,0.003571429,70,
TheBIGS2,DS,2009,Sports,Take-Two Interactive,0.003571429,0,0,0,0.003571429,70,tbd
KatekyooHitmanReborn!BattleArena2-SpiritsBurst,PSP,2009,Fighting,Marvelous Interactive,0,0,0.002857143,0,0.002857143,70,
SacredBlaze,PS2,2009,Strategy,Flight-Plan,0,0,0.002857143,0,0.002857143,70,
SonicPCCollection,PC,2009,Misc,Sega,0,0.002857143,0,0,0.002857143,70,
TaikouRisshidenV,PSP,2009,Strategy,Tecmo Koei,0,0,0.002857143,0,0.002857143,70,
LogicMachines,DS,2009,Puzzle,City Interactive,0.002142857,0,0,0,0.002857143,70,
HarukanaruTokinoNakade3:UnmeinoMeikyuuAizouban,PSP,2009,Adventure,Tecmo Koei,0,0,0.002857143,0,0.002857143,70,
KinironoCorda2f,PSP,2009,Role-Playing,Tecmo Koei,0,0,0.002857143,0,0.002857143,70,
Kuroshitsuji:Phantom&Ghost,DS,2009,Action,Square Enix,0,0,0.002857143,0,0.002857143,70,
KatekyooHitmanReborn!DS:FateofHeatII-UnmeinoFutari,DS,2009,Role-Playing,Marvelous Interactive,0,0,0.002142857,0,0.002142857,70,
HarukanaruTokinoNakadeYumenoukihashiSpecial,PS2,2009,Adventure,Tecmo Koei,0,0,0.002142857,0,0.002142857,70,
SundayvsMagazineShuuketsu!ChoujouDaikessen,PSP,2009,Fighting,Konami Digital Entertainment,0,0,0.002142857,0,0.002142857,70,
HigurashinoNakuKoroniKizuna:Dai-San-Kan-Rasen,DS,2009,Adventure,Alchemist,0,0,0.002142857,0,0.002142857,70,
PuzzleChallenge:CrosswordsandMore!,Wii,2009,Puzzle,Crave Entertainment,0.002142857,0,0,0,0.002142857,70,
HarukanaruTokinoNakade3withIzayoikiAizouban,PSP,2009,Adventure,Tecmo Koei,0,0,0.001428571,0,0.001428571,70,
DokiMajoPlus,DS,2009,Adventure,SNK Playmore,0,0,0.001428571,0,0.001428571,70,
18WheelsofSteel:ExtremeTrucker,PC,2009,Racing,Rondomedia,0,0.001428571,0,0,0.001428571,70,8
GalaxyAngelII:EigouKaikinoKoku,PS2,2009,Strategy,Broccoli,0,0,0.001428571,0,0.001428571,70,
HigurashiDaybreakPortableMegaEdition,PSP,2009,Adventure,Alchemist,0,0,0.001428571,0,0.001428571,70,
MonsterRacers,DS,2009,Racing,Tecmo Koei,0.003571429,0,0.001428571,0,0.005,70,9
CrossTreasures,DS,2009,Role-Playing,Square Enix,0,0,0.001428571,0,0.001428571,70,
FerrariChallengeTrofeoPirelliDeluxe,Wii,2009,Racing,System 3 Arcade Software,0,0.001428571,0,0,0.001428571,70,
WarshipGunner2Portable,PSP,2009,Simulation,Tecmo Koei,0,0,0.001428571,0,0.001428571,70,
HigurashinoNakuKoroni:Jan,PSP,2009,Misc,AQ Interactive,0,0,0.001428571,0,0.001428571,70,
TriggerheartExcelicaEnhanced,PS2,2009,Shooter,Alchemist,0,0,0.001428571,0,0.001428571,70,
BattleSpirits:KisekinoHasha,PSP,2009,Role-Playing,Namco Bandai Games,0,0,0.001428571,0,0.001428571,70,
Shepherd'sCrossing,PSP,2009,Simulation,Success,0,0,0.000714286,0,0.000714286,70,tbd
FuunShinsengumiBakumatsudenPortable,PSP,2009,Action,From Software,0.000714286,0,0,0,0.000714286,70,
BrainExerciseWithDr.Kawashima,PC,2009,Puzzle,Namco Bandai Games,0,0.000714286,0,0,0.000714286,70,
Mamoru-kunwaNorowareteShimatta!,X360,2009,Shooter,G.Rev,0,0,0.000714286,0,0.000714286,70,
FullmetalAlchemist:PrinceoftheDawn,Wii,2009,Adventure,Square Enix,0,0,0.000714286,0,0.000714286,70,
HeartnoKuninoAlice,PSP,2009,Adventure,Prototype,0,0,0.000714286,0,0.000714286,70,
MemoriesOff#5:TogiretaFilm,PSP,2009,Adventure,5pb,0,0,0.000714286,0,0.000714286,70,
WSCREAL09:WorldSnookerChampionship,PS3,2009,Sports,Deep Silver,0,0.000714286,0,0,0.000714286,70,
NobunaganoYabou:Tendou,PS3,2010,Strategy,Tecmo Koei,0,0,0.01,0,0.01,70,
Pop'nMusicPortable,PSP,2010,Misc,Konami Digital Entertainment,0,0,0.01,0,0.01,70,
MahouShoujoLyricalNanohaA'sPortable:TheBattleofAces,PSP,2010,Shooter,Namco Bandai Games,0,0,0.009230769,0,0.009230769,70,
ZangekinoReginleiv,Wii,2010,Action,Nintendo,0,0,0.008461538,0,0.008461538,70,
YuushanoKuseniNamaikidaOr3D,PSP,2010,Strategy,Sony Computer Entertainment,0,0,0.008461538,0,0.008461538,70,
FairyTail:PortableGuild,PSP,2010,Fighting,Konami Digital Entertainment,0,0,0.008461538,0,0.008461538,70,
DigimonStory:LostEvolution,DS,2010,Role-Playing,Namco Bandai Games,0,0,0.007692308,0,0.007692308,70,
NarutoShippuden:ShinobiRumble,DS,2010,Fighting,Takara Tomy,0.002307692,0,0.003846154,0,0.006153846,70,tbd
LegendofKay,DS,2010,Action,JoWood Productions,0.004615385,0,0,0,0.004615385,70,tbd
HaganenoRenkinjutsushi-FullmetalAlchemist:YakusokunoHie,PSP,2010,Action,Namco Bandai Games,0,0,0.004615385,0,0.004615385,70,
VirtualVillagers:ANewHome,DS,2010,Simulation,PQube,0.003076923,0.000769231,0,0,0.003846154,70,tbd
SchlagdenRaab,PC,2010,Misc,Namco Bandai Games,0,0.001538462,0,0,0.002307692,70,
Fishdom2Deluxe,PC,2010,Puzzle,Rondomedia,0,0.001538462,0,0,0.001538462,70,
DanballSenki,PSP,2011,Role-Playing,Level 5,0,0,0.0325,0,0.0325,70,
TaikonoTatsujinPortableDX,PSP,2011,Misc,Namco Bandai Games,0,0,0.031666667,0,0.031666667,70,
Battle&Get!PokemonTypingDS,DS,2011,Misc,Nintendo,0,0,0.024166667,0,0.024166667,70,
TongariBoushitoOsharenaMahouTsukai,DS,2011,Action,Konami Digital Entertainment,0,0,0.02,0,0.02,70,
DanballSenkiBoost,PSP,2011,Action,Level 5,0,0,0.018333333,0,0.018333333,70,
TheLegendofHeroesVII:TheTrailofBlue,PSP,2011,Role-Playing,Falcom Corporation,0,0,0.016666667,0,0.016666667,70,
OrenoShikabaneoKoeteYuke,PSP,2011,Role-Playing,Sony Computer Entertainment,0,0,0.016666667,0,0.016666667,70,
Amagami,PSP,2011,Adventure,Kadokawa Shoten,0,0,0.0125,0,0.0125,70,
ToHeart2:DungeonTravelers,PSP,2011,Adventure,Aqua Plus,0,0,0.009166667,0,0.009166667,70,
SaigonoYakusokunoMonogatari,PSP,2011,Role-Playing,Unknown,0,0,0.009166667,0,0.009166667,70,
Gundamthe3DBattle,3DS,2011,Action,Namco Bandai Games,0,0,0.006666667,0,0.006666667,70,
KaijuuBustersPowered,DS,2011,Action,Namco Bandai Games,0,0,0.006666667,0,0.006666667,70,
Ro-Kyu-Bu!,PSP,2011,Adventure,Kadokawa Shoten,0,0,0.006666667,0,0.006666667,70,
EigodeTabisuru:LittleCharo,DS,2011,Misc,Nintendo,0,0,0.005,0,0.005,70,
Atari'sGreatestHits:Volume2,DS,2011,Misc,Atari,0.004166667,0,0,0,0.005,70,
YuugenGaishaBraveCompany,3DS,2011,Strategy,Namco Bandai Games,0,0,0.005,0,0.005,70,
ProYakyuuFamista2011,3DS,2011,Sports,Namco Bandai Games,0,0,0.005,0,0.005,70,
Centipede:Infestation,Wii,2011,Shooter,Atari,0.004166667,0,0,0,0.004166667,70,tbd
MetalMax2Reloaded,DS,2011,Role-Playing,Unknown,0,0,0.004166667,0,0.004166667,70,
PowerfulGolf,DS,2011,Sports,Konami Digital Entertainment,0,0,0.004166667,0,0.004166667,70,
Centipede:Infestation,3DS,2011,Shooter,Atari,0.003333333,0,0,0,0.004166667,70,tbd
Max&theMagicMarker,DS,2011,Platform,Unknown,0,0.003333333,0,0,0.004166667,70,
HanatoIkimonoRittaiZukan,3DS,2011,Misc,Nintendo,0,0,0.003333333,0,0.003333333,70,
S.Y.KRenshoudenPortable,PSP,2011,Adventure,Idea Factory,0,0,0.003333333,0,0.003333333,70,
Hanaoni:KoisomeruKoku-EikyuunoShirushi,PSP,2011,Adventure,Idea Factory,0,0,0.003333333,0,0.003333333,70,
PhantomBreaker,X360,2011,Fighting,5pb,0.001666667,0,0.001666667,0,0.003333333,70,
DreamCClubZero,X360,2011,Simulation,D3Publisher,0,0,0.0025,0,0.0025,70,
NancyDrew:AlibiInAshes,PC,2011,Adventure,Her Interactive,0.0025,0,0,0,0.0025,70,tbd
Angler'sClub:UltimateBassFishing3D,3DS,2011,Sports,D3Publisher,0,0.0025,0,0,0.0025,70,tbd
MotherGoosenoHimitsunoYakata,PSP,2011,Adventure,Quinrose,0,0,0.0025,0,0.0025,70,
Max&theMagicMarker,Wii,2011,Platform,Unknown,0,0.0025,0,0,0.0025,70,
HiironoKakera:ShinTamayoriHimeDenshou-PieceofFuture,PSP,2011,Adventure,Idea Factory,0,0,0.0025,0,0.0025,70,
Gekiatsu!!PachiGameTamashiVol.2:CREvangelion-ShinjitsunoTsubasa,PS3,2011,Misc,Unknown,0,0,0.0025,0,0.0025,70,
Nisenochigiri:OmoidenoSakie,PSP,2011,Adventure,Idea Factory,0,0,0.0025,0,0.0025,70,
MysteryTrackers:TheVoid,PC,2011,Puzzle,Focus Home Interactive,0,0.001666667,0,0,0.0025,70,tbd
OtomewaOanesamaniKoiShiteruPortable:2-JinnoElder,PSP,2011,Adventure,Alchemist,0,0,0.0025,0,0.0025,70,
SakaAgariHurricanePortable,PSP,2011,Adventure,Alchemist,0,0,0.0025,0,0.0025,70,
"HanayakaKana,WaregaIchizokuTwinPack",PSP,2011,Misc,Idea Factory,0,0,0.0025,0,0.0025,70,
WandofFortune2:JikuuniShizumuMokushiroku,PSP,2011,Adventure,Idea Factory,0,0,0.0025,0,0.0025,70,
Angelique:MarennoRokukishi,PSP,2011,Adventure,Idea Factory,0,0,0.0025,0,0.0025,70,
AlienBreedTrilogy,X360,2011,Shooter,Mastertronic,0,0.001666667,0,0,0.001666667,70,
KamiNaruKimito,PSP,2011,Adventure,Idea Factory,0,0,0.001666667,0,0.001666667,70,
PuppetShow3:LostTown,PC,2011,Puzzle,Focus Home Interactive,0,0.001666667,0,0,0.001666667,70,
AreYouAlice?,PSP,2011,Adventure,Idea Factory,0,0,0.001666667,0,0.001666667,70,
EscapetheEmeraldStar,PC,2011,Puzzle,PopCap Games,0.001666667,0,0,0,0.001666667,70,tbd
RapalaforKinect,X360,2011,Sports,Activision,0,0.001666667,0,0,0.001666667,70,tbd
GekkaRyouranRomance,PSP,2011,Adventure,Idea Factory,0,0,0.001666667,0,0.001666667,70,
WRC2:FIAWorldRallyChampionship,PC,2011,Racing,Ubisoft,0,0.001666667,0,0,0.001666667,70,
EarthSeeker,Wii,2011,Role-Playing,Kadokawa Shoten,0,0,0.001666667,0,0.001666667,70,
SuzumiyaHaruhi-ChannoMahjong,PSP,2011,Misc,Kadokawa Shoten,0,0,0.001666667,0,0.001666667,70,
PrincessFrontierPortable,PSP,2011,Adventure,Alchemist,0,0,0.001666667,0,0.001666667,70,
NobunaganoYabou:SoutensokuwithPower-UpKit,PSP,2011,Strategy,Tecmo Koei,0,0,0.001666667,0,0.001666667,70,
Machi-ingMaker4,PS3,2011,Strategy,D3Publisher,0,0,0.001666667,0,0.001666667,70,
MemoriesOff:YubikirinoKikou,PSP,2011,Adventure,5pb,0,0,0.001666667,0,0.001666667,70,
Majesty2Collection,PC,2011,Strategy,Paradox Interactive,0,0.000833333,0,0,0.001666667,70,8.3
VioletnoAtelier:GramnadnoRenkinjutsushi2-GunjounoOmoide,PSP,2011,Role-Playing,Gust,0,0,0.001666667,0,0.001666667,70,
MinnatoIssho,PSV,2011,Misc,Sony Computer Entertainment,0,0,0.001666667,0,0.001666667,70,
DokuSui:DokiDokiSuikoden,PSP,2011,Role-Playing,Irem Software Engineering,0,0,0.000833333,0,0.000833333,70,
InstantBrain,X360,2011,Adventure,Cave,0,0,0.000833333,0,0.000833333,70,
UminekonoNakuKoroniPortable1,PSP,2011,Adventure,Alchemist,0,0,0.000833333,0,0.000833333,70,
ShinigamitoShoujo,PSP,2011,Adventure,Takuyo,0,0,0.000833333,0,0.000833333,70,
PuzzlerBrainGames,Wii,2012,Puzzle,Namco Bandai Games,0,0,0.06,0,0.06,70,
OnePiece:RomanceDawn-BoukennoYoake,PSP,2012,Fighting,Namco Bandai Games,0,0,0.029090909,0,0.029090909,70,
Kobitodzukan:KobitoKansatsuSet,3DS,2012,Misc,Nippon Columbia,0,0,0.025454545,0,0.025454545,70,
TohokuDaigakuKareiIgakuKenkyuusho-KawashimaRyuutaKyoujuKanshuu-MonoSugokuNouoKitaeru5-FunkannoOniTraining,3DS,2012,Action,Nintendo,0,0,0.024545455,0,0.024545455,70,
Aikatsu!CinderellaLesson,3DS,2012,Role-Playing,Namco Bandai Games,0,0,0.018181818,0,0.018181818,70,
Toriko:GourmetMonsters!,3DS,2012,Role-Playing,Namco Bandai Games,0,0,0.014545455,0,0.014545455,70,
SecretFiles2:PuritasCordis,Wii,2009,Adventure,Deep Silver,0,0.001428571,0,0,0.002142857,70,tbd
Medalot7,3DS,2012,Action,Rocket Company,0,0,0.011818182,0,0.011818182,70,
PocketSoccerLeague:Calciobit,3DS,2012,Sports,Nintendo,0,0,0.01,0,0.01,70,
AKB48+Me,3DS,2012,Action,Unknown,0,0,0.01,0,0.01,70,
MyLittleSisterCan'tBeThisCutePortable,PSP,2012,Action,Namco Bandai Games,0,0,0.01,0,0.01,70,
Robotics;Notes,PS3,2012,Adventure,5pb,0,0,0.01,0,0.01,70,
WarriorsOrochi3,PSP,2012,Action,Ubisoft Annecy,0,0,0.01,0,0.01,70,
Kuroko'sBasketball:MiracleGame,PSP,2012,Sports,Namco Bandai Games,0,0,0.01,0,0.01,70,
KenkaBanchoBros:TokyoBattleRoyale,PSP,2012,Action,Spike,0,0,0.009090909,0,0.009090909,70,
AllKamenRider:RiderGeneration2,DS,2012,Action,Namco Bandai Games,0,0,0.009090909,0,0.009090909,70,
OuchiMainichiTamagotchi,3DS,2012,Action,Namco Bandai Games,0,0,0.008181818,0,0.008181818,70,
UtanoPrince-Sama:Debut,PSP,2012,Adventure,Broccoli,0,0,0.008181818,0,0.008181818,70,
IAmInTheMovie,Wii,2012,Simulation,Namco Bandai Games,0,0,0.007272727,0,0.007272727,70,
Doraemon:NobitaandtheIslandofMiracles,3DS,2012,Action,FuRyu,0,0,0.007272727,0,0.007272727,70,
DangerousJi-Santo1000-ninnoOtomodachiYokoshima,3DS,2012,Action,Namco Bandai Games,0,0,0.007272727,0,0.007272727,70,
NicolaKanshuu:ModelOshare*AuditionPlatina,3DS,2012,Action,Alchemist,0,0,0.007272727,0,0.007272727,70,
IDon'tHaveManyFriendsPortable,PSP,2012,Adventure,Namco Bandai Games,0,0,0.006363636,0,0.006363636,70,
JissenPachislotSecrets!FistoftheNorthStarF-SeikimatsuKyuuseishuDensetsu,PS3,2012,Action,Sega,0,0,0.005454545,0,0.005454545,70,
SmilePreCure!Let'sGo!MarchenWorld,3DS,2012,Action,Namco Bandai Games,0,0,0.005454545,0,0.005454545,70,
IAmInTheMovie,PSP,2012,Simulation,Namco Bandai Games,0,0,0.005454545,0,0.005454545,70,
AllKamenRider:RiderGeneration2,PSP,2012,Action,Namco Bandai Games,0,0,0.005454545,0,0.005454545,70,
AmnesiaLater,PSP,2012,Misc,Idea Factory,0,0,0.004545455,0,0.004545455,70,
WhiteAlbum2:ShiawasenoMukougawa,PS3,2012,Adventure,Aqua Plus,0,0,0.003636364,0,0.003636364,70,
SengokuMusou3ZSpecial,PSP,2012,Action,Ackkstudios,0,0,0.003636364,0,0.003636364,70,
MobileSuitGundam:MokubanoKiseki,PSP,2012,Action,Namco Bandai Games,0,0,0.003636364,0,0.003636364,70,
HunterxHunter:WonderAdventure,PSP,2012,Action,Namco Bandai Games,0,0,0.003636364,0,0.003636364,70,
TokinoKizuna:SekigaharaKitan,PSP,2012,Action,Idea Factory,0,0,0.003636364,0,0.003636364,70,
TheIdolmaster:GravureForYou!Vol.4,PS3,2012,Misc,Namco Bandai Games,0,0,0.002727273,0,0.002727273,70,
Gekiatsu!!PachiGameTamashiMax:Evangelion7xSeimeinoKodou,PS3,2012,Misc,Fields,0,0,0.002727273,0,0.002727273,70,
K-On!AfterSchoolLive!!HDVer.,PS3,2012,Action,Sega,0,0,0.002727273,0,0.002727273,70,
.hack:SekainoMukouni+Versus,PS3,2012,Action,Namco Bandai Games,0,0,0.002727273,0,0.002727273,70,
AccelWorld:GinyokunoKakusei,PS3,2012,Adventure,Namco Bandai Games,0,0,0.002727273,0,0.002727273,70,
AccelWorld:GinyokunoKakusei,PSP,2012,Adventure,Namco Bandai Games,0,0,0.002727273,0,0.002727273,70,
Jyuzaengi:EngetsuSangokuden,PSP,2012,Action,Idea Factory,0,0,0.002727273,0,0.002727273,70,
TheIdolmaster:GravureForYou!Vol.5,PS3,2012,Misc,Namco Bandai Games,0,0,0.002727273,0,0.002727273,70,
DetectiveOpera:MilkyHolmes2,PSP,2012,Adventure,BushiRoad,0,0,0.002727273,0,0.002727273,70,
HarukanaruTokinoNakade5:Kazahanaki,PSP,2012,Role-Playing,Ackkstudios,0,0,0.002727273,0,0.002727273,70,
TheIdolM@ster:GravureForYou!Vol.6,PS3,2012,Action,Namco Bandai Games,0,0,0.002727273,0,0.002727273,70,
EurekaSevenAO:JungfraunoHanabanatachi,PS3,2012,Action,Namco Bandai Games,0,0,0.002727273,0,0.002727273,70,
BrothersConflict:PassionPink,PSP,2012,Action,Idea Factory,0,0,0.002727273,0,0.002727273,70,
Robotics;Notes,X360,2012,Adventure,5pb,0,0,0.001818182,0,0.001818182,70,
DreamCClub,PS3,2012,Simulation,D3Publisher,0,0,0.001818182,0,0.001818182,70,
ProYaky?Spirits2013,PS3,2013,Sports,Konami Digital Entertainment,0,0,0.02,0,0.02,70,
ProYaky?Spirits2013,PSP,2013,Sports,Konami Digital Entertainment,0,0,0.02,0,0.02,70,
NobunaganoYabou:Souzou,PS3,2013,Strategy,Tecmo Koei,0,0,0.019,0,0.019,70,
OnePiece:RomanceDawn-BoukennoYoake,3DS,2013,Fighting,Namco Bandai Games,0,0,0.008,0,0.008,70,
GekijoubanMadokaMagicka:TheBattlePentagram,PSV,2013,Action,Namco Bandai Games,0,0,0.008,0,0.008,70,
WarriorsOrochi3,PSV,2013,Action,Tecmo Koei,0,0,0.007,0,0.007,70,
Magi:TheLabyrinthofBeginning,3DS,2013,Role-Playing,Namco Bandai Games,0,0,0.007,0,0.007,70,
SuperRobotTaisenOGSaga:MasouKishinIII-PrideofJustice,PS3,2013,Strategy,Namco Bandai Games,0,0,0.007,0,0.007,70,
AtelierMeruru:AlchemistofArland3,PSV,2013,Role-Playing,Gust,0,0,0.006,0,0.006,70,
